url_path,views_total,views_unique
/ayewo/ghost.sh,3,3
/ayewo/ghost.sh/blob/main/.gitignore,2,1
/ayewo/ghost.sh/stargazers,1,1
/ayewo/ghost.sh/watchers,1,1
