time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-15 00:00:00+00:00,1,1,,
2024-09-16 00:00:00+00:00,4,2,,
2024-09-17 00:00:00+00:00,2,1,,
2024-09-18 00:00:00+00:00,2,2,,
2024-09-20 00:00:00+00:00,2,2,,
2024-09-21 00:00:00+00:00,1,1,,
2024-09-23 00:00:00+00:00,2,2,,
2024-09-24 00:00:00+00:00,1,1,1.0,1.0
2024-09-25 00:00:00+00:00,1,1,,
