url_path,views_total,views_unique
/ayewo/ghost.sh/blob/main/scripts/blog_domain_check.sh,3,1
/ayewo/ghost.sh/tree/main/scripts,3,1
/ayewo/ghost.sh,2,2
/ayewo/ghost.sh/blob/main/main.tf,2,1
